Incident_ID,Type_of_Crime,Severity,Date,Time,Day,Area,Lat,Lon,Street_Light,CCTV,Police_Distance_km,Victim_Age_Group,Arrest_Made,Case_Status,Risk_Label,Is_Real,Source
2857,Eve-teasing,Low,27-01-2021,22:00,Friday,Sayajigunj,22.216067,73.194013,No,No,7.2,25-35,No,Open,High,FALSE,SYNTHETIC
2578,Assault & Harassment,Medium,03-08-2021,12:00,Tuesday,Suncity,22.214484,73.265394,No,No,13.5,Teen,Yes,Open,Medium,FALSE,SYNTHETIC
2737,Stalking,Medium,24-04-2023,15:00,Monday,Gotri,22.367005,73.268161,No,No,10.3,25-35,No,Investigation,Low,FALSE,SYNTHETIC
2081,Rape (motel),High,27-08-2022,08:30,Sunday,Vasna,22.252029,73.26788,No,Yes,0.7,25-35,Yes,Investigation,High,FALSE,SYNTHETIC
2407,Attempted Rape,High,08-03-2025,15:00,Thursday,Sama,22.347549,73.106943,Yes,Yes,7.7,25-35,Yes,Open,Low,FALSE,SYNTHETIC
2159,Sexual Harassment (Public Transport),Medium,16-04-2022,22:00,Thursday,Chhani,22.170062,73.271036,Yes,Yes,13.1,18-25,No,Open,High,FALSE,SYNTHETIC
2425,Gang Rape,High,14-07-2024,06:00,Wednesday,Vadodara Railway Station,22.251049,73.061889,Yes,No,4.6,25-35,Yes,Open,Medium,FALSE,SYNTHETIC
2397,Eve-teasing,Low,14-08-2024,15:00,Saturday,Nizampura,22.212521,73.202929,No,Yes,13.6,18-25,Yes,Open,Medium,FALSE,SYNTHETIC
2851,Sexual Assault (workplace),High,12-06-2023,15:00,Monday,Kunal Crossroads,22.354631,73.107128,No,Yes,6.3,45+,Yes,Investigation,Medium,FALSE,SYNTHETIC
2863,Stalking,Medium,31-10-2023,08:30,Thursday,Padra,22.2594,73.272979,Yes,No,0.8,35-45,No,Open,High,FALSE,SYNTHETIC
2661,Attempted Rape,High,19-06-2021,23:30,Monday,Manjalpur,22.399212,73.206631,No,Yes,7.3,18-25,No,Open,High,FALSE,SYNTHETIC
2158,Eve-teasing,Low,19-09-2018,23:30,Saturday,Gotri,22.396534,73.148018,No,No,4.4,18-25,Yes,Under Trial,High,FALSE,SYNTHETIC
2376,Sexual Harassment (Public Transport),Medium,01-10-2021,19:00,Monday,Suncity,22.382562,73.060135,No,Yes,11.6,Child,Yes,Investigation,Medium,FALSE,SYNTHETIC
2892,Attempted Theft & Harassment,Low,30-06-2025,20:30,Wednesday,Nizampura,22.210686,73.259237,No,No,5.9,25-35,Yes,Open,Low,FALSE,SYNTHETIC
2774,Eve-teasing,Low,13-12-2022,17:30,Wednesday,Gorwa,22.162284,73.125631,No,No,13.9,18-25,No,Open,Low,FALSE,SYNTHETIC
2941,Eve-teasing,Low,11-11-2020,06:00,Monday,Akota,22.31056,73.136833,No,Yes,12.1,Teen,Yes,Closed,Medium,FALSE,SYNTHETIC
2665,Sexual Harassment (Public Transport),Medium,15-06-2024,08:30,Monday,Akota,22.3876,73.136778,Yes,No,12.7,Teen,Yes,Open,Medium,FALSE,SYNTHETIC
2364,Gang Rape,High,11-06-2018,22:00,Sunday,Nizampura,22.223679,73.204259,Yes,Yes,3,18-25,No,Open,Medium,FALSE,SYNTHETIC
2937,Attempted Theft & Harassment,Low,22-09-2020,12:00,Thursday,Kunal Crossroads,22.269921,73.210316,Yes,No,7.2,Teen,No,Investigation,High,FALSE,SYNTHETIC
2732,Sexual Assault (workplace),High,23-04-2023,17:30,Thursday,Nizampura,22.38104,73.264957,Yes,No,14.6,35-45,Yes,Open,Low,FALSE,SYNTHETIC
2238,Molestation,Medium,10-07-2023,23:30,Friday,Sama,22.272609,73.052564,Yes,Yes,3.6,18-25,Yes,Investigation,Low,FALSE,SYNTHETIC
2519,Molestation,Medium,28-08-2025,15:00,Monday,Karjan,22.24075,73.208918,Yes,No,12.4,Teen,Yes,Under Trial,Medium,FALSE,SYNTHETIC
2316,Harassment,Low,08-04-2023,22:00,Friday,Gotri,22.395147,73.111018,Yes,No,10.6,45+,No,Under Trial,Low,FALSE,SYNTHETIC
1016,Sexual Assault (workplace),High,17-01-2025,02:00,Friday,Private Hospital area,22.31,73.17,Yes,Yes,1,22,Yes,Open,High,TRUE,"Times of India (Jan 17, 2025) - nurse alleges rape by colleague"
2305,Eve-teasing,Low,10-09-2025,17:30,Tuesday,Vadodara Railway Station,22.220379,73.261673,No,No,5.8,Child,Yes,Investigation,Medium,FALSE,SYNTHETIC
2739,Theft (with harassment),Medium,24-03-2020,19:00,Thursday,Suncity,22.268875,73.202208,Yes,Yes,2.6,Child,No,Open,Medium,FALSE,SYNTHETIC
2203,Attempted Rape,High,10-07-2019,20:30,Sunday,Gotri,22.366762,73.061722,No,No,13,18-25,Yes,Under Trial,High,FALSE,SYNTHETIC
2160,Theft (with harassment),Medium,15-01-2018,06:00,Tuesday,Sama,22.318375,73.166111,Yes,Yes,8.1,18-25,Yes,Investigation,Low,FALSE,SYNTHETIC
2964,Molestation,Medium,20-12-2021,23:30,Friday,Vadodara Railway Station,22.290721,73.16264,Yes,No,0.9,45+,No,Investigation,Medium,FALSE,SYNTHETIC
2003,Stalking,Medium,25-10-2021,17:30,Sunday,Akota,22.389303,73.114149,Yes,No,1.6,Teen,No,Under Trial,Medium,FALSE,SYNTHETIC
2337,Attempted Theft & Harassment,Low,30-08-2025,15:00,Friday,Vasna,22.199917,73.213857,No,Yes,13.1,18-25,Yes,Open,Low,FALSE,SYNTHETIC
2647,Assault & Harassment,Medium,01-11-2022,12:00,Tuesday,Padra,22.1966,73.063583,Yes,Yes,7.4,45+,Yes,Investigation,High,FALSE,SYNTHETIC
2842,Stalking,Medium,24-06-2023,06:00,Monday,Gorwa,22.220459,73.26697,Yes,No,6.5,35-45,Yes,Under Trial,Low,FALSE,SYNTHETIC
2321,Theft (with harassment),Medium,06-06-2020,22:00,Tuesday,Vadodara Railway Station,22.366826,73.072642,No,Yes,12.5,45+,Yes,Under Trial,High,FALSE,SYNTHETIC
2412,Harassment,Low,15-01-2019,22:00,Sunday,Ajwa Road,22.349756,73.256239,No,Yes,2.5,25-35,No,Under Trial,Medium,FALSE,SYNTHETIC
2532,Harassment,Low,02-12-2020,08:30,Wednesday,Kunal Crossroads,22.394629,73.154803,No,No,14.6,25-35,No,Closed,Low,FALSE,SYNTHETIC
2814,Sexual Harassment (Public Transport),Medium,12-01-2019,06:00,Saturday,Raopura,22.336869,73.252084,Yes,Yes,11.9,45+,Yes,Sentenced,Low,FALSE,SYNTHETIC
2184,Attempted Rape,High,19-02-2023,08:30,Sunday,Akota,22.151692,73.128923,Yes,No,12.7,35-45,No,Investigation,Medium,FALSE,SYNTHETIC
2611,Eve-teasing,Low,21-07-2020,08:30,Sunday,Manjalpur,22.240059,73.166507,No,Yes,5.1,Child,No,Open,Medium,FALSE,SYNTHETIC
2074,Harassment,Low,31-03-2018,20:30,Sunday,Karjan,22.291482,73.20145,Yes,No,11.2,Teen,No,Under Trial,High,FALSE,SYNTHETIC
2539,Eve-teasing,Low,31-12-2019,15:00,Tuesday,Chhani,22.155128,73.082056,Yes,No,5.9,35-45,No,Investigation,High,FALSE,SYNTHETIC
2049,Attempted Rape,High,24-12-2021,17:30,Thursday,Kunal Crossroads,22.37008,73.205296,Yes,No,4.3,Teen,Yes,Open,Medium,FALSE,SYNTHETIC
2603,Assault & Harassment,Medium,15-06-2020,17:30,Saturday,Padra,22.361884,73.091491,Yes,No,3.1,18-25,No,Closed,Low,FALSE,SYNTHETIC
2265,Sexual Assault (workplace),High,29-06-2020,23:30,Saturday,Vasna,22.239624,73.105049,No,Yes,2.7,Child,Yes,Open,Medium,FALSE,SYNTHETIC
2825,Rape (motel),High,01-07-2024,08:30,Tuesday,Karjan,22.287862,73.268323,Yes,Yes,6.7,25-35,No,Open,Medium,FALSE,SYNTHETIC
2415,Molestation,Medium,11-07-2025,08:30,Wednesday,Karjan,22.189374,73.058615,No,Yes,14.4,45+,Yes,Open,Low,FALSE,SYNTHETIC
2134,Molestation,Medium,25-11-2024,20:30,Thursday,Raopura,22.353369,73.263438,No,No,10.9,18-25,Yes,Investigation,Medium,FALSE,SYNTHETIC
2056,Stalking,Medium,19-12-2020,08:30,Saturday,Padra,22.193453,73.048766,No,No,0.2,35-45,No,Open,Low,FALSE,SYNTHETIC
2711,Stalking,Medium,20-09-2021,22:00,Wednesday,Akota,22.163969,73.20301,Yes,No,9.5,Teen,Yes,Under Trial,Low,FALSE,SYNTHETIC
2427,Assault & Harassment,Medium,10-02-2020,23:30,Monday,Chhani,22.359991,73.068567,Yes,No,15,Child,Yes,Open,Low,FALSE,SYNTHETIC
2169,Stalking,Medium,23-08-2022,06:00,Tuesday,Padra Road,22.335313,73.034055,No,Yes,8.4,45+,No,Open,Low,FALSE,SYNTHETIC
2252,Sexual Harassment (Public Transport),Medium,29-02-2020,12:00,Saturday,Gotri,22.169592,73.200781,Yes,Yes,3.2,Child,Yes,Under Trial,Low,FALSE,SYNTHETIC
2217,Harassment,Low,24-06-2021,20:30,Saturday,Raopura,22.21112,73.261157,Yes,Yes,1.9,45+,Yes,Open,Medium,FALSE,SYNTHETIC
2468,Gang Rape,High,16-12-2024,19:00,Wednesday,Gotri,22.386331,73.198663,No,Yes,13.3,Teen,No,Open,Medium,FALSE,SYNTHETIC
2098,Theft (with harassment),Medium,23-08-2021,12:00,Monday,Vadodara Railway Station,22.358006,73.259942,No,No,1.5,Teen,Yes,Investigation,Medium,FALSE,SYNTHETIC
2924,Attempted Rape,High,25-04-2020,15:00,Saturday,Akota,22.30216,73.21219,Yes,Yes,2,18-25,No,Investigation,Medium,FALSE,SYNTHETIC
2493,Stalking,Medium,30-09-2024,15:00,Tuesday,Padra Road,22.196195,73.117883,Yes,Yes,1.5,Child,No,Closed,Low,FALSE,SYNTHETIC
2806,Eve-teasing,Low,31-12-2021,23:30,Monday,Akota,22.25972,73.186368,Yes,No,13.1,45+,Yes,Open,Medium,FALSE,SYNTHETIC
2572,Attempted Theft & Harassment,Low,15-10-2021,20:30,Tuesday,Vasna,22.358421,73.063202,No,Yes,2.3,Child,No,Under Trial,Medium,FALSE,SYNTHETIC
2107,Assault & Harassment,Medium,14-09-2023,19:00,Monday,Alkapuri,22.227217,73.267792,No,Yes,5.3,35-45,Yes,Open,Low,FALSE,SYNTHETIC
2097,Harassment,Low,15-06-2022,06:00,Monday,Suncity,22.264939,73.049466,No,Yes,4.8,35-45,No,Under Trial,Medium,FALSE,SYNTHETIC
2454,Harassment,Low,18-06-2023,08:30,Thursday,Alkapuri,22.194853,73.052285,Yes,Yes,9.8,25-35,No,Investigation,Medium,FALSE,SYNTHETIC
2674,Theft (with harassment),Medium,13-04-2022,12:00,Saturday,Chhani,22.170814,73.093545,No,Yes,6.5,Child,Yes,Investigation,Low,FALSE,SYNTHETIC
2038,Attempted Theft & Harassment,Low,29-01-2021,22:00,Saturday,Waghodia,22.221432,73.097929,Yes,Yes,4.9,45+,Yes,Open,Low,FALSE,SYNTHETIC
2844,Attempted Rape,High,04-10-2019,23:30,Monday,Kunal Crossroads,22.263366,73.21388,No,Yes,10.1,Teen,No,Closed,Low,FALSE,SYNTHETIC
2893,Theft (with harassment),Medium,28-12-2023,08:30,Wednesday,Gorwa,22.317469,73.272556,Yes,No,0.6,45+,Yes,Under Trial,Low,FALSE,SYNTHETIC
2350,Sexual Assault (workplace),High,10-10-2020,17:30,Thursday,Nizampura,22.181603,73.161686,No,No,2.7,Teen,No,Closed,Low,FALSE,SYNTHETIC
2249,Molestation,Medium,14-03-2025,23:30,Sunday,Chhani,22.242755,73.125361,No,Yes,3,Teen,No,Investigation,Low,FALSE,SYNTHETIC
2027,Sexual Harassment (Public Transport),Medium,27-08-2020,12:00,Monday,Padra,22.156197,73.214141,No,Yes,5.1,35-45,Yes,Open,Medium,FALSE,SYNTHETIC
2330,Attempted Theft & Harassment,Low,19-11-2024,23:30,Saturday,Sama,22.390882,73.044366,No,Yes,11.6,18-25,No,Investigation,Low,FALSE,SYNTHETIC
2176,Harassment,Low,06-05-2024,08:30,Saturday,Ajwa Road,22.207442,73.255318,No,Yes,10.4,45+,No,Open,High,FALSE,SYNTHETIC
2980,Attempted Rape,High,02-04-2019,15:00,Tuesday,Padra Road,22.377208,73.205057,Yes,Yes,8.5,45+,Yes,Open,Medium,FALSE,SYNTHETIC
2815,Theft (with harassment),Medium,10-11-2018,06:00,Thursday,Akota,22.195148,73.04093,No,Yes,5.4,Child,Yes,Sentenced,Low,FALSE,SYNTHETIC
2717,Sexual Harassment (Public Transport),Medium,21-07-2019,15:00,Thursday,Chhani,22.287335,73.164687,Yes,Yes,7.5,45+,Yes,Open,Medium,FALSE,SYNTHETIC
2244,Gang Rape,High,13-07-2023,20:30,Sunday,Gorwa,22.243837,73.237202,Yes,No,11.9,45+,Yes,Open,Low,FALSE,SYNTHETIC
2424,Stalking,Medium,26-11-2024,22:00,Saturday,Sayajigunj,22.320379,73.109149,No,Yes,8.6,Child,No,Closed,High,FALSE,SYNTHETIC
2656,Attempted Theft & Harassment,Low,20-04-2022,17:30,Thursday,Raopura,22.214407,73.149076,Yes,No,13.5,Teen,Yes,Closed,Medium,FALSE,SYNTHETIC
2285,Sexual Assault (workplace),High,14-09-2023,23:30,Sunday,Sayajigunj,22.317869,73.267589,No,No,5.6,Teen,Yes,Under Trial,Low,FALSE,SYNTHETIC
2322,Rape (motel),High,09-09-2025,19:00,Friday,Nizampura,22.297649,73.087453,No,Yes,5.9,Teen,Yes,Open,High,FALSE,SYNTHETIC
2947,Attempted Rape,High,19-05-2025,15:00,Thursday,Sayajigunj,22.190822,73.277751,Yes,No,3.6,18-25,No,Open,High,FALSE,SYNTHETIC
2130,Gang Rape,High,04-01-2025,17:30,Friday,Vadodara Railway Station,22.173357,73.190247,No,Yes,9,45+,Yes,Open,Medium,FALSE,SYNTHETIC
2105,Gang Rape,High,27-09-2018,19:00,Tuesday,Manjalpur,22.319595,73.101037,No,No,10.9,Child,Yes,Open,Medium,FALSE,SYNTHETIC
2767,Eve-teasing,Low,04-08-2018,17:30,Tuesday,Gotri,22.162001,73.106073,No,Yes,4.1,Child,No,Open,Low,FALSE,SYNTHETIC
2031,Assault & Harassment,Medium,31-10-2023,23:30,Wednesday,Sayajigunj,22.257824,73.267219,No,No,13.8,45+,No,Investigation,Low,FALSE,SYNTHETIC
2334,Gang Rape,High,25-04-2019,23:30,Sunday,Karjan,22.353287,73.173723,No,No,10.5,35-45,No,Under Trial,Medium,FALSE,SYNTHETIC
2908,Attempted Rape,High,10-12-2023,19:00,Thursday,Sama,22.337714,73.142875,Yes,No,7.1,18-25,Yes,Investigation,Medium,FALSE,SYNTHETIC
2123,Molestation,Medium,12-05-2024,06:00,Saturday,Vadodara Railway Station,22.319766,73.267206,No,Yes,5.7,Teen,Yes,Investigation,Low,FALSE,SYNTHETIC
2451,Molestation,Medium,03-02-2019,22:00,Monday,Vadodara Railway Station,22.358838,73.045989,Yes,No,12.3,Teen,No,Investigation,Medium,FALSE,SYNTHETIC
2380,Assault & Harassment,Medium,06-04-2019,20:30,Sunday,Suncity,22.237077,73.110185,No,Yes,9,Teen,No,Open,Low,FALSE,SYNTHETIC
2606,Harassment,Low,01-09-2019,19:00,Thursday,Raopura,22.307365,73.100018,Yes,Yes,2.1,45+,No,Open,Low,FALSE,SYNTHETIC
2301,Gang Rape,High,22-04-2025,15:00,Saturday,Kunal Crossroads,22.170586,73.053989,Yes,No,14.6,45+,Yes,Investigation,Low,FALSE,SYNTHETIC
1020,Assault and Harassment,Medium,05-05-2024,16:30,Sunday,Sayajigunj,22.306,73.179,Yes,No,1,17,No,Open,Medium,TRUE,Local reports (May 2024) - molestation
2790,Theft (with harassment),Medium,03-04-2023,19:00,Sunday,Suncity,22.255126,73.132565,Yes,No,0.6,45+,Yes,Sentenced,Medium,FALSE,SYNTHETIC
2771,Eve-teasing,Low,03-02-2023,12:00,Wednesday,Ajwa Road,22.378531,73.084696,No,Yes,5.6,35-45,Yes,Under Trial,Low,FALSE,SYNTHETIC
2789,Attempted Rape,High,18-05-2021,17:30,Saturday,Waghodia,22.291666,73.18708,No,No,8.3,35-45,No,Open,Medium,FALSE,SYNTHETIC
2388,Attempted Rape,High,11-09-2020,12:00,Tuesday,Suncity,22.377434,73.112321,Yes,No,8.2,18-25,Yes,Investigation,Medium,FALSE,SYNTHETIC
2518,Attempted Rape,High,14-03-2019,12:00,Friday,Sayajigunj,22.259869,73.093576,No,No,8.9,35-45,No,Investigation,Low,FALSE,SYNTHETIC
2601,Theft (with harassment),Medium,30-12-2024,15:00,Monday,Raopura,22.333647,73.268147,No,Yes,5.1,Child,No,Open,Low,FALSE,SYNTHETIC
2019,Molestation,Medium,29-09-2022,23:30,Friday,Vasna,22.197474,73.084425,No,Yes,1.1,Child,Yes,Under Trial,Low,FALSE,SYNTHETIC
2156,Eve-teasing,Low,05-09-2021,23:30,Friday,Nizampura,22.320074,73.209229,No,No,7.4,45+,No,Under Trial,Medium,FALSE,SYNTHETIC
2226,Eve-teasing,Low,21-02-2023,08:30,Tuesday,Padra Road,22.276357,73.189304,No,No,6,45+,Yes,Investigation,High,FALSE,SYNTHETIC
2809,Assault & Harassment,Medium,29-04-2025,06:00,Wednesday,Gotri,22.255351,73.080128,Yes,Yes,13.3,Teen,Yes,Open,High,FALSE,SYNTHETIC
2648,Sexual Harassment (Public Transport),Medium,19-01-2020,15:00,Monday,Karjan,22.260183,73.258243,No,Yes,1.8,Child,Yes,Open,Low,FALSE,SYNTHETIC
2735,Sexual Harassment (Public Transport),Medium,18-12-2018,12:00,Saturday,Manjalpur,22.342054,73.079868,No,Yes,5.1,25-35,No,Sentenced,Medium,FALSE,SYNTHETIC
2839,Molestation,Medium,15-08-2021,20:30,Friday,Kunal Crossroads,22.388378,73.040484,No,Yes,14.2,Child,Yes,Investigation,Low,FALSE,SYNTHETIC
2135,Gang Rape,High,05-04-2018,08:30,Sunday,Chhani,22.264308,73.090182,No,No,8.8,Teen,Yes,Open,Medium,FALSE,SYNTHETIC
2268,Assault & Harassment,Medium,04-08-2022,22:00,Thursday,Akota,22.365598,73.075089,No,Yes,1.4,25-35,Yes,Open,Low,FALSE,SYNTHETIC
2583,Gang Rape,High,05-11-2022,15:00,Wednesday,Vadodara Railway Station,22.389354,73.109576,Yes,No,10.3,25-35,No,Sentenced,Medium,FALSE,SYNTHETIC
2550,Harassment,Low,24-07-2023,23:30,Monday,Sama,22.271874,73.151525,No,No,8.9,45+,No,Open,Low,FALSE,SYNTHETIC
2724,Sexual Assault (workplace),High,03-04-2023,22:00,Monday,Kunal Crossroads,22.310473,73.236813,No,No,2.6,25-35,No,Open,Low,FALSE,SYNTHETIC
1018,Assault (railway area),Medium,10-06-2025,08:30,Tuesday,Vadodara Railway Station,22.3072,73.1812,Yes,Yes,0.5,27,No,Open,Medium,TRUE,Local report (Jun 2025) - public transport harassment
2108,Harassment,Low,11-09-2023,23:30,Saturday,Ajwa Road,22.315482,73.249098,Yes,No,9.3,45+,No,Open,Low,FALSE,SYNTHETIC
2303,Gang Rape,High,11-08-2018,12:00,Wednesday,Karjan,22.167611,73.235405,Yes,No,13.7,35-45,No,Investigation,Medium,FALSE,SYNTHETIC
2236,Sexual Assault (workplace),High,16-10-2019,08:30,Friday,Raopura,22.210288,73.163422,No,No,11.9,Child,Yes,Under Trial,High,FALSE,SYNTHETIC
2638,Attempted Rape,High,19-06-2024,22:00,Thursday,Sayajigunj,22.365606,73.150293,No,Yes,14.3,25-35,No,Open,Medium,FALSE,SYNTHETIC
2945,Sexual Harassment (Public Transport),Medium,04-02-2018,15:00,Sunday,Kunal Crossroads,22.187624,73.243894,No,Yes,8.8,25-35,No,Investigation,Low,FALSE,SYNTHETIC
2171,Gang Rape,High,17-02-2024,22:00,Sunday,Padra,22.397581,73.269309,Yes,Yes,8,Teen,Yes,Under Trial,Medium,FALSE,SYNTHETIC
2096,Attempted Rape,High,15-05-2020,12:00,Friday,Karjan,22.232031,73.031932,No,Yes,11.3,18-25,Yes,Open,Medium,FALSE,SYNTHETIC
2597,Attempted Theft & Harassment,Low,26-12-2021,20:30,Friday,Vasna,22.305213,73.076481,No,No,2.2,Teen,Yes,Open,Medium,FALSE,SYNTHETIC
2587,Stalking,Medium,04-01-2019,17:30,Saturday,Raopura,22.39503,73.271824,No,Yes,0.7,35-45,Yes,Open,High,FALSE,SYNTHETIC
2161,Harassment,Low,28-05-2025,20:30,Thursday,Vadodara Railway Station,22.210167,73.046823,Yes,Yes,9,35-45,Yes,Open,Low,FALSE,SYNTHETIC
2282,Assault & Harassment,Medium,03-06-2025,15:00,Friday,Vasna,22.315928,73.190351,No,No,2.4,45+,Yes,Open,High,FALSE,SYNTHETIC
2740,Sexual Assault (workplace),High,15-11-2018,12:00,Tuesday,Kunal Crossroads,22.396592,73.264742,No,No,11.2,Child,No,Open,High,FALSE,SYNTHETIC
2693,Attempted Theft & Harassment,Low,23-03-2020,22:00,Monday,Manjalpur,22.332614,73.182775,No,Yes,3,45+,Yes,Open,Low,FALSE,SYNTHETIC
2704,Gang Rape,High,16-03-2025,15:00,Friday,Sayajigunj,22.179046,73.192161,No,Yes,9.6,25-35,No,Open,Medium,FALSE,SYNTHETIC
2666,Sexual Assault (workplace),High,27-08-2024,20:30,Tuesday,Akota,22.330638,73.09125,No,Yes,2,35-45,No,Open,Medium,FALSE,SYNTHETIC
2960,Assault & Harassment,Medium,01-06-2024,22:00,Wednesday,Vasna,22.196937,73.247381,No,Yes,14.6,35-45,No,Sentenced,Medium,FALSE,SYNTHETIC
2498,Sexual Harassment (Public Transport),Medium,22-02-2018,22:00,Monday,Manjalpur,22.259515,73.194637,Yes,Yes,1.5,18-25,No,Investigation,Medium,FALSE,SYNTHETIC
2965,Sexual Assault (workplace),High,13-10-2019,08:30,Thursday,Padra,22.308578,73.184546,Yes,No,12.7,Child,Yes,Investigation,High,FALSE,SYNTHETIC
2026,Assault & Harassment,Medium,07-06-2019,06:00,Wednesday,Sama,22.374745,73.229031,No,Yes,12.9,25-35,Yes,Investigation,Medium,FALSE,SYNTHETIC
2890,Sexual Harassment (Public Transport),Medium,03-08-2019,19:00,Sunday,Nizampura,22.191336,73.030211,Yes,No,2.4,18-25,No,Open,Low,FALSE,SYNTHETIC
2138,Gang Rape,High,14-08-2019,15:00,Tuesday,Vadodara Railway Station,22.250347,73.040064,Yes,No,0.8,Child,No,Under Trial,Medium,FALSE,SYNTHETIC
2832,Theft (with harassment),Medium,13-07-2021,08:30,Friday,Raopura,22.3332,73.250057,Yes,No,5.6,25-35,Yes,Closed,Medium,FALSE,SYNTHETIC
2152,Assault & Harassment,Medium,27-01-2020,12:00,Saturday,Vasna,22.383956,73.031708,Yes,No,5.9,35-45,No,Sentenced,Low,FALSE,SYNTHETIC
1017,Harassment and Threats,Medium,02-11-2024,19:00,Saturday,Kunal Crossroads,22.305,73.16,No,No,2.5,22,No,Open,Medium,TRUE,Times of India (2025) - market harassment mention
2492,Sexual Assault (workplace),High,15-03-2020,08:30,Sunday,Gotri,22.27837,73.044816,Yes,Yes,2,25-35,Yes,Open,Medium,FALSE,SYNTHETIC
2029,Sexual Assault (workplace),High,09-12-2021,23:30,Wednesday,Chhani,22.395287,73.164054,Yes,Yes,14.1,Teen,No,Open,High,FALSE,SYNTHETIC
2952,Attempted Theft & Harassment,Low,26-10-2023,12:00,Tuesday,Akota,22.267453,73.039748,No,Yes,9,18-25,No,Open,Medium,FALSE,SYNTHETIC
2921,Attempted Theft & Harassment,Low,11-10-2019,17:30,Thursday,Vasna,22.259966,73.10372,No,Yes,11.2,Child,Yes,Open,Low,FALSE,SYNTHETIC
2496,Molestation,Medium,24-03-2023,08:30,Thursday,Ajwa Road,22.273954,73.120313,No,No,4.5,Child,Yes,Open,Medium,FALSE,SYNTHETIC
2933,Molestation,Medium,03-10-2019,15:00,Sunday,Chhani,22.363089,73.182531,No,Yes,2.5,45+,No,Investigation,Medium,FALSE,SYNTHETIC
2461,Sexual Harassment (Public Transport),Medium,01-11-2024,22:00,Saturday,Padra,22.243371,73.144435,Yes,No,3.1,25-35,No,Open,Low,FALSE,SYNTHETIC
2264,Attempted Theft & Harassment,Low,29-05-2025,19:00,Saturday,Akota,22.156364,73.154343,Yes,No,4.6,35-45,No,Open,Low,FALSE,SYNTHETIC
2699,Attempted Theft & Harassment,Low,27-04-2023,15:00,Sunday,Harni,22.188418,73.061958,No,No,6.4,Child,No,Closed,Medium,FALSE,SYNTHETIC
2858,Stalking,Medium,10-03-2021,23:30,Monday,Ajwa Road,22.245602,73.278288,No,Yes,11,25-35,Yes,Investigation,Medium,FALSE,SYNTHETIC
2206,Gang Rape,High,15-08-2021,17:30,Sunday,Kunal Crossroads,22.294483,73.171536,No,Yes,7.4,25-35,Yes,Open,Medium,FALSE,SYNTHETIC
2007,Attempted Rape,High,12-05-2018,19:00,Saturday,Chhani,22.166547,73.258284,No,Yes,8.6,Child,No,Open,Medium,FALSE,SYNTHETIC
2935,Assault & Harassment,Medium,14-07-2022,06:00,Saturday,Suncity,22.311448,73.064983,No,No,7,25-35,Yes,Under Trial,Low,FALSE,SYNTHETIC
2418,Attempted Theft & Harassment,Low,23-03-2023,12:00,Tuesday,Waghodia,22.267069,73.143896,No,No,10.3,Child,No,Investigation,High,FALSE,SYNTHETIC
2932,Attempted Rape,High,22-03-2019,15:00,Saturday,Sayajigunj,22.275445,73.110004,Yes,No,8,Teen,No,Closed,Low,FALSE,SYNTHETIC
2345,Assault & Harassment,Medium,23-03-2018,20:30,Wednesday,Manjalpur,22.366842,73.270779,No,No,3.1,45+,Yes,Sentenced,Low,FALSE,SYNTHETIC
2210,Sexual Harassment (Public Transport),Medium,11-05-2023,08:30,Sunday,Raopura,22.172333,73.231489,Yes,Yes,1.7,25-35,No,Open,Medium,FALSE,SYNTHETIC
2018,Sexual Harassment (Public Transport),Medium,18-01-2019,15:00,Wednesday,Padra,22.27141,73.083437,No,No,6.1,Teen,Yes,Open,High,FALSE,SYNTHETIC
2946,Attempted Rape,High,13-02-2020,12:00,Wednesday,Sayajigunj,22.195397,73.036556,No,Yes,9.1,Teen,Yes,Investigation,High,FALSE,SYNTHETIC
2355,Sexual Harassment (Public Transport),Medium,12-03-2021,23:30,Friday,Karjan,22.197,73.047116,No,Yes,2.2,Teen,No,Investigation,Low,FALSE,SYNTHETIC
2450,Theft (with harassment),Medium,23-10-2018,06:00,Tuesday,Akota,22.313458,73.147805,Yes,No,13.8,Teen,Yes,Under Trial,Low,FALSE,SYNTHETIC
2948,Sexual Harassment (Public Transport),Medium,15-04-2018,22:00,Friday,Sayajigunj,22.162304,73.139637,Yes,Yes,3.1,35-45,Yes,Open,Low,FALSE,SYNTHETIC
2831,Theft (with harassment),Medium,24-05-2025,23:30,Wednesday,Ajwa Road,22.229235,73.078756,Yes,No,8.7,18-25,No,Open,Medium,FALSE,SYNTHETIC
2685,Attempted Rape,High,03-04-2021,17:30,Saturday,Vasna,22.216188,73.030559,Yes,No,9.5,35-45,Yes,Closed,High,FALSE,SYNTHETIC
2822,Molestation,Medium,03-10-2022,23:30,Saturday,Karjan,22.390076,73.146833,No,Yes,14.9,18-25,Yes,Closed,Low,FALSE,SYNTHETIC
2175,Eve-teasing,Low,02-09-2025,08:30,Sunday,Gotri,22.25132,73.124292,No,No,7.2,Child,Yes,Under Trial,Low,FALSE,SYNTHETIC
2835,Molestation,Medium,21-03-2024,22:00,Thursday,Manjalpur,22.367365,73.238465,No,No,0.6,18-25,Yes,Open,High,FALSE,SYNTHETIC
2845,Stalking,Medium,05-04-2024,06:00,Sunday,Alkapuri,22.184219,73.124052,Yes,No,14.2,Child,Yes,Open,Low,FALSE,SYNTHETIC
